type,category,subject,topic,input,output,difficulty,language,source,dataset_tag
qna,science,environmental_science,energy,Why is energy storage important for solar and wind power?,"Solar and wind power vary with the weather and time of day, so their output doesn't always match demand. Storage systems such as batteries and pumped hydro store surplus energy and release it when generation is low.",intermediate,en,facts_yaml,facts
qna,science,environmental_science,energy,What is pumped-storage hydroelectricity?,"Pumped-storage hydroelectricity stores energy by pumping water to a higher reservoir when electricity is cheap or plentiful. When demand rises, the water is released downhill through turbines to generate electricity.",intermediate,en,facts_yaml,facts
qna,science,environmental_science,energy,How does a wind turbine generate electricity?,"Wind turns the turbine's blades, which spin a shaft connected, often through a gearbox, to a generator. The generator converts this rotational energy into electricity.",intermediate,en,facts_yaml,facts
qna,science,environmental_science,energy,How do solar panels generate electricity?,"Solar panels are made of photovoltaic cells, usually silicon. When sunlight strikes a cell, it knocks electrons loose, and the cell's internal electric field drives them to flow as a current.",beginner,en,facts_yaml,facts
qna,science,environmental_science,energy,What is tidal energy?,"Tidal energy is power generated from the rise and fall of ocean tides, using barrages or underwater turbines. It is highly predictable but limited to coastlines with large tidal ranges.",intermediate,en,facts_yaml,facts
qna,science,environmental_science,energy,What are biofuels?,"Biofuels are fuels made from biological material, such as ethanol from sugarcane or corn and biodiesel from vegetable oils. They can replace some fossil fuels, but their production can compete with food crops for land.",intermediate,en,facts_yaml,facts
qna,science,environmental_science,energy,Why is hydrogen considered a possible clean fuel?,"When hydrogen is used in a fuel cell or burned, the main product is water, so no carbon dioxide is released at the point of use. However, it is only clean if the hydrogen itself is produced using low-carbon energy.",intermediate,en,facts_yaml,facts
qna,science,geology,rocks_minerals,How are igneous rocks classified as intrusive or extrusive?,"Intrusive igneous rocks, such as granite, form when magma cools slowly underground, producing large crystals. Extrusive igneous rocks, such as basalt, form when lava cools quickly at the surface, producing small crystals or glass.",intermediate,en,facts_yaml,facts
qna,science,geology,rocks_minerals,How are fossils formed?,"Most fossils form when an organism is buried quickly by sediment after death. Over time, its hard parts are replaced by minerals or leave an impression, and the surrounding sediment hardens into rock.",intermediate,en,facts_yaml,facts
qna,science,geology,rocks_minerals,What is the law of superposition?,"The law of superposition states that in undisturbed layers of sedimentary rock, the oldest layers are at the bottom and the youngest are at the top. It lets geologists determine the relative ages of rock layers.",intermediate,en,facts_yaml,facts
qna,science,geology,rocks_minerals,What is radiometric dating?,"Radiometric dating determines the absolute age of rocks and minerals by measuring the amounts of a radioactive isotope and its decay products. Since the isotope decays at a known rate, the ratio reveals how long ago the rock formed.",advanced,en,facts_yaml,facts
qna,science,geology,rocks_minerals,What is obsidian?,Obsidian is a natural volcanic glass formed when lava cools so quickly that crystals cannot grow. It breaks with very sharp edges and was used by ancient peoples to make tools and blades.,beginner,en,facts_yaml,facts
qna,science,geology,rocks_minerals,What is pumice?,"Pumice is a light-colored, very porous volcanic rock formed when gas-rich lava cools rapidly. It is full of trapped gas bubbles and is often light enough to float on water.",beginner,en,facts_yaml,facts
qna,science,geology,rocks_minerals,How do stalactites and stalagmites form?,"They form in limestone caves as water containing dissolved calcium carbonate drips and loses carbon dioxide, depositing tiny amounts of calcite. Stalactites hang from the ceiling, while stalagmites grow up from the floor.",intermediate,en,facts_yaml,facts
qna,science,geology,rocks_minerals,What are gemstones?,"Gemstones are minerals, or occasionally organic materials, that are valued for their beauty, rarity, and durability and are cut and polished for jewelry. Diamond, ruby, sapphire, and emerald are well-known examples.",intermediate,en,facts_yaml,facts
qna,science,geology,tectonics,What is seafloor spreading?,"Seafloor spreading is the process by which new oceanic crust forms at mid-ocean ridges as magma rises and solidifies, pushing older crust away on both sides. It was a key piece of evidence for plate tectonics.",intermediate,en,facts_yaml,facts
qna,science,geology,tectonics,How were the Himalayas formed?,"The Himalayas formed as the Indian plate collided with the Eurasian plate beginning about 50 million years ago. Because both are continental plates, neither could sink easily, so the crust crumpled and was pushed upward into the world's highest mountains.",intermediate,en,facts_yaml,facts
qna,science,geology,tectonics,What evidence did Alfred Wegener use to support continental drift?,"Wegener noted that the coastlines of South America and Africa fit together like puzzle pieces, that identical fossils and rock formations are found on continents now separated by oceans, and that ancient glacial deposits appear in regions that are now tropical.",advanced,en,facts_yaml,facts
qna,science,geology,tectonics,What is a fault in geology?,A fault is a fracture in Earth's crust along which blocks of rock have moved relative to each other. Sudden movement along a fault releases energy as an earthquake.,intermediate,en,facts_yaml,facts
qna,science,geology,tectonics,What is the San Andreas Fault?,The San Andreas Fault is a major transform fault in California where the Pacific plate and the North American plate slide past each other horizontally. It is responsible for many earthquakes in the region.,intermediate,en,facts_yaml,facts
qna,science,geology,tectonics,What are fold mountains?,"Fold mountains form when two tectonic plates push together, causing layers of rock to buckle and fold upward. The Alps, Himalayas, and Andes are examples.",intermediate,en,facts_yaml,facts
qna,science,geology,volcanoes,What is the difference between a shield volcano and a stratovolcano?,"A shield volcano, such as Mauna Loa, has gentle slopes built by runny basaltic lava that flows long distances. A stratovolcano, such as Mount Fuji, is steep and cone-shaped, built from layers of thick lava and ash, and tends to erupt explosively.",intermediate,en,facts_yaml,facts
qna,science,geology,volcanoes,Why are some volcanic eruptions explosive while others are gentle?,"Explosiveness depends mainly on the magma's viscosity and gas content. Thick, silica-rich magma traps gas until pressure builds and it erupts violently, while runny, low-silica magma lets gas escape easily, producing gentle lava flows.",intermediate,en,facts_yaml,facts
qna,science,geology,volcanoes,How can a large volcanic eruption cool the global climate?,"A large eruption can inject sulfur dioxide into the stratosphere, where it forms sulfate aerosols that reflect sunlight back into space. This can lower global temperatures for a year or two, as after Mount Pinatubo in 1991.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,Why does increasing frequency reduce the reactance of a capacitor?,"Capacitive reactance is Xc = 1/(2πfC), so it is inversely proportional to frequency. At higher frequencies, the capacitor charges and discharges more rapidly and more current flows for a given voltage, so it offers less opposition; at DC (zero frequency), the reactance is effectively infinite.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,Why does an inductor oppose changes in current?,"A changing current through an inductor changes its magnetic field, which induces a voltage that opposes the change (Lenz's law). This back-EMF slows any rise or fall in current, so inductive reactance increases with frequency.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is the RC time constant?,"The RC time constant, τ = R × C, is the time it takes a capacitor charging through a resistor to reach about 63% of its final voltage. After about five time constants, the capacitor is considered essentially fully charged or discharged.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a low-pass filter?,"A low-pass filter allows signals below a certain cutoff frequency to pass while attenuating higher frequencies. A simple example is a resistor in series with a capacitor to ground, and such filters are used to remove high-frequency noise.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a high-pass filter?,"A high-pass filter allows signals above a cutoff frequency to pass while attenuating lower frequencies, including DC. It is used, for example, to block DC offsets or low-frequency hum.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a band-pass filter?,A band-pass filter passes signals within a specific range of frequencies and attenuates those above and below it. Radio receivers use band-pass filters to select a particular station.,intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is the cutoff frequency of a filter?,"The cutoff frequency is the frequency at which the output power of a filter falls to half of its passband value, which is a drop of about 3 decibels. For a simple RC filter, it is f = 1/(2πRC).",advanced,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What does a decoupling capacitor do?,A decoupling (or bypass) capacitor is placed close to an integrated circuit's power pins to supply brief bursts of current and short high-frequency noise to ground. It keeps the local supply voltage stable when the chip switches rapidly.,intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a Zener diode used for?,"A Zener diode is designed to conduct in reverse once the voltage reaches a specific breakdown value, called the Zener voltage. It is commonly used to provide a stable reference voltage or simple voltage regulation.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is the typical forward voltage drop of a silicon diode?,"A conducting silicon diode typically has a forward voltage drop of about 0.6 to 0.7 volts. Germanium and Schottky diodes have lower drops, while LEDs have higher ones.",beginner,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is the difference between half-wave and full-wave rectification?,"Half-wave rectification passes only one half of each AC cycle, wasting the other half. Full-wave rectification, using a bridge of four diodes or a center-tapped transformer, converts both halves into the same polarity, giving a smoother and more efficient DC output.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,Why is a smoothing capacitor used after a rectifier?,"A rectifier's output is pulsating DC. A smoothing capacitor charges during the voltage peaks and releases charge between them, reducing the ripple and producing a steadier DC voltage.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What does a linear voltage regulator do?,"A linear voltage regulator keeps its output at a constant voltage despite changes in input voltage or load. It works by dissipating the excess voltage as heat, which makes it simple and low-noise but inefficient when the input is much higher than the output.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a buck converter?,"A buck converter is a switching power supply that steps a DC voltage down to a lower voltage. It rapidly switches a transistor on and off and uses an inductor and capacitor to smooth the output, achieving much higher efficiency than a linear regulator.",advanced,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a boost converter?,A boost converter is a switching power supply that steps a DC voltage up to a higher voltage. It stores energy in an inductor while a switch is closed and releases it to the output at a higher voltage when the switch opens.,advanced,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is a pull-up resistor?,"A pull-up resistor connects a digital input to the positive supply so that the input reads a defined high level when nothing else is driving it. Without it, an unconnected input could float and give random readings.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is a Schmitt trigger?,"A Schmitt trigger is a comparator circuit with hysteresis: it switches high at one threshold and back low at a lower threshold. This prevents noisy or slowly changing signals from causing rapid, unwanted switching.",advanced,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a 555 timer?,The 555 timer is a widely used integrated circuit that can generate accurate time delays or oscillations. It is configured with external resistors and capacitors to work as a monostable (one-shot) or astable (free-running) oscillator.,intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,Why are NAND gates called universal gates?,"Any other logic gate, including AND, OR, NOT, and XOR, can be built using only NAND gates. The same is true of NOR gates, so either can in principle be used to build any digital circuit.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is a truth table?,A truth table lists every possible combination of input values for a logic circuit and the resulting output for each. It fully describes the behavior of a logic gate or Boolean function.,beginner,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What are De Morgan's laws in Boolean algebra?,"De Morgan's laws state that NOT (A AND B) equals (NOT A) OR (NOT B), and NOT (A OR B) equals (NOT A) AND (NOT B). They are used to simplify and transform logic circuits.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is a multiplexer?,"A multiplexer is a digital circuit that selects one of several input signals and forwards it to a single output, based on control (select) inputs. A 4-to-1 multiplexer uses two select lines to choose among four inputs.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is a decoder in digital electronics?,"A decoder converts a binary code on its inputs into the activation of one specific output line. For example, a 3-to-8 decoder activates one of eight outputs depending on a 3-bit input, and decoders are used for memory addressing.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is the difference between a half adder and a full adder?,"A half adder adds two single bits and produces a sum and a carry. A full adder also accepts a carry input from a previous stage, so full adders can be chained to add multi-bit numbers.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is a shift register?,A shift register is a chain of flip-flops that moves its stored bits one position along with each clock pulse. It is used to convert between serial and parallel data and to create simple delays.,intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is a clock signal in a digital circuit?,A clock signal is a regular square wave that synchronizes the operations of a digital circuit. Sequential components such as flip-flops update their state on the clock's rising or falling edges.,beginner,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is propagation delay in a logic gate?,Propagation delay is the time between a change at a gate's input and the resulting change at its output. It limits the maximum speed at which a digital circuit can operate.,advanced,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is the difference between combinational and sequential logic?,"In combinational logic, the output depends only on the present inputs, as in adders and multiplexers. In sequential logic, the output also depends on stored past states, so it needs memory elements such as flip-flops, as in counters and registers.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is the difference between a latch and a flip-flop?,"A latch is level-sensitive: its output can change whenever its enable input is active. A flip-flop is edge-triggered: it changes state only at the rising or falling edge of a clock signal, making timing more predictable.",advanced,en,facts_yaml,facts
qna,engineering,electronics,digital_electronics,What is the difference between a microcontroller and a microprocessor?,"A microprocessor is mainly a central processing unit that needs external memory and peripherals to work. A microcontroller integrates a processor, memory, and input/output peripherals on one chip, making it ideal for embedded control tasks.",beginner,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a common-emitter amplifier?,"A common-emitter amplifier is a basic bipolar transistor amplifier in which the input is applied to the base, the output is taken from the collector, and the emitter is shared. It provides high voltage gain and inverts the signal.",advanced,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,How can a transistor be used as a switch?,"A transistor acts as a switch by being driven fully on (saturation), where it conducts with a small voltage drop, or fully off (cutoff), where almost no current flows. A small base or gate signal thus controls a much larger current.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a Darlington pair?,"A Darlington pair is two bipolar transistors connected so that the current amplified by the first drives the base of the second. The overall current gain is roughly the product of the two gains, allowing a tiny input current to control a large load.",advanced,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,How can an op-amp be used as a comparator?,"Used without feedback, an op-amp compares two input voltages. Because of its very high gain, its output swings to the positive supply when the non-inverting input is higher and to the negative supply when the inverting input is higher.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is the gain of an inverting op-amp amplifier?,"The voltage gain of an inverting amplifier is −Rf/Rin, where Rf is the feedback resistor and Rin is the input resistor. The minus sign means the output is inverted relative to the input.",advanced,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is a voltage follower?,"A voltage follower, or buffer, is an op-amp circuit with a gain of one whose output copies the input voltage. It has a very high input impedance and low output impedance, so it can drive a load without drawing current from the source.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What are the characteristics of an ideal op-amp?,"An ideal op-amp has infinite open-loop gain, infinite input impedance, zero output impedance, infinite bandwidth, and zero offset voltage. Real op-amps approximate these properties.",advanced,en,facts_yaml,facts
qna,engineering,electronics,components,What is a photodiode?,"A photodiode is a semiconductor diode that generates a current when light falls on it. It is used in light sensors, optical communication receivers, and camera sensors.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,components,What is a light-dependent resistor?,"A light-dependent resistor (LDR) is a component whose resistance decreases as the intensity of light falling on it increases. It is used in simple light sensors, such as automatic night lights.",beginner,en,facts_yaml,facts
qna,engineering,electronics,components,What is a thermistor?,"A thermistor is a resistor whose resistance changes significantly with temperature. In the common NTC type, resistance falls as temperature rises, making it useful for temperature sensing.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,components,What is a potentiometer?,A potentiometer is a variable resistor with three terminals and a sliding contact that can be moved along a resistive track. It is commonly used as a volume knob or to adjust voltage levels.,beginner,en,facts_yaml,facts
qna,engineering,electronics,components,What is a relay?,A relay is an electrically operated switch in which a small current through a coil energizes an electromagnet that moves the switch contacts. It lets a low-power circuit safely control a high-power circuit.,beginner,en,facts_yaml,facts
qna,engineering,electronics,power_electronics,What is an H-bridge?,"An H-bridge is a circuit of four switches, usually transistors, arranged in an H shape around a load such as a DC motor. By switching diagonal pairs, it can apply voltage in either direction, allowing the motor to run forward or backward.",advanced,en,facts_yaml,facts
qna,engineering,electronics,power_electronics,What is pulse-width modulation (PWM)?,"Pulse-width modulation controls the average power delivered to a load by rapidly switching it on and off and varying the fraction of time it is on, called the duty cycle. It is used to dim LEDs and control motor speed efficiently.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,instruments,What is an oscilloscope used for?,"An oscilloscope displays how a voltage signal changes over time as a graph on a screen. It is used to observe waveforms and measure frequency, amplitude, and timing in electronic circuits.",beginner,en,facts_yaml,facts
qna,engineering,electronics,instruments,What can a digital multimeter measure?,"A digital multimeter typically measures voltage, current, and resistance, and many models can also test continuity, diodes, and capacitance.",beginner,en,facts_yaml,facts
qna,engineering,electronics,circuit_theory,What does Thévenin's theorem state?,"Thévenin's theorem states that any linear circuit with sources and resistors, seen from two terminals, can be replaced by a single voltage source in series with a single resistance. It simplifies the analysis of how a circuit behaves with different loads.",advanced,en,facts_yaml,facts
qna,engineering,electronics,circuit_theory,What does Norton's theorem state?,Norton's theorem states that any linear two-terminal circuit can be replaced by a single current source in parallel with a single resistance. It is the current-source counterpart of Thévenin's theorem.,advanced,en,facts_yaml,facts
qna,engineering,electronics,circuit_theory,What is the superposition theorem in circuit analysis?,"The superposition theorem states that in a linear circuit with several independent sources, the voltage or current at any point equals the sum of the contributions from each source acting alone, with the other sources turned off.",advanced,en,facts_yaml,facts
qna,engineering,electronics,circuit_theory,What is the maximum power transfer theorem?,"The maximum power transfer theorem states that a source delivers maximum power to a load when the load resistance equals the source's internal (Thévenin) resistance. At this point, the efficiency is only 50%.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,circuit_theory,What is a Wheatstone bridge?,"A Wheatstone bridge is a circuit of four resistors arranged in a diamond used to measure an unknown resistance precisely. When the bridge is balanced, no current flows through the central detector, and the unknown value can be calculated from the others.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,What is the quality factor (Q) of a resonant circuit?,"The quality factor describes how sharply a resonant circuit responds near its resonant frequency, equal to the resonant frequency divided by the bandwidth. A high Q means a narrow, selective response with low energy loss.",advanced,en,facts_yaml,facts
qna,engineering,electronics,analog_electronics,How is voltage gain expressed in decibels?,"Voltage gain in decibels is 20 × log₁₀(Vout/Vin). A gain of 10 is 20 dB, a gain of 100 is 40 dB, and a loss by half is about −6 dB.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,components,What is electrostatic discharge (ESD) and why is it dangerous to electronics?,"Electrostatic discharge is a sudden flow of static electricity between charged objects, such as a spark from a person's finger. It can reach thousands of volts and damage the thin insulating layers in sensitive integrated circuits.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,components,Why are quartz crystals used in oscillators?,"Quartz is piezoelectric and vibrates mechanically at a very stable natural frequency when driven electrically. A quartz crystal oscillator therefore produces an accurate, stable frequency, which is why it keeps time in watches and computers.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,components,What is the piezoelectric effect?,"The piezoelectric effect is the generation of an electric voltage in certain materials, such as quartz, when they are mechanically squeezed or stressed. The effect also works in reverse, which is used in buzzers, ultrasound transducers, and lighters.",intermediate,en,facts_yaml,facts
qna,engineering,electronics,components,What do the color bands on a resistor indicate?,"The color bands on a resistor indicate its resistance value and tolerance. The first bands give significant digits, the next gives the multiplier, and a final band gives the tolerance, such as gold for ±5%.",beginner,en,facts_yaml,facts
qna,engineering,electronics,components,What is the difference between through-hole and surface-mount components?,"Through-hole components have wire leads inserted through holes in a circuit board and soldered on the other side. Surface-mount components are smaller and are soldered directly onto pads on the board's surface, allowing more compact, automated assembly.",beginner,en,facts_yaml,facts
qna,engineering,electronics,circuit_theory,What is the difference between a short circuit and an open circuit?,"A short circuit is an unintended path of very low resistance that allows excessive current to flow. An open circuit is a break in the path, so no current can flow.",beginner,en,facts_yaml,facts
qna,engineering,electronics,components,Why does an LED need a current-limiting resistor?,"An LED's current rises very steeply once its forward voltage is exceeded, so without limitation it could draw enough current to burn out. A series resistor limits the current to a safe value.",beginner,en,facts_yaml,facts
qna,engineering,microelectronics,semiconductor_physics,What is a band gap in a semiconductor?,"A band gap is the energy difference between the valence band, where electrons are bound, and the conduction band, where they can move freely. Semiconductors have a moderate band gap, about 1.1 eV for silicon, so some electrons can be excited across it by heat or light.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,semiconductor_physics,What is doping in semiconductors?,Doping is the deliberate addition of small amounts of impurity atoms to a pure semiconductor to change its electrical properties. It greatly increases conductivity and creates n-type or p-type material.,beginner,en,facts_yaml,facts
qna,engineering,microelectronics,semiconductor_physics,What is the difference between n-type and p-type semiconductors?,"An n-type semiconductor is doped with atoms that have extra valence electrons, such as phosphorus in silicon, so electrons are the main charge carriers. A p-type semiconductor is doped with atoms that have fewer valence electrons, such as boron, creating holes as the main carriers.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,semiconductor_physics,What is a depletion region in a p-n junction?,"The depletion region is a thin zone at a p-n junction where electrons and holes have combined, leaving behind fixed charged ions and almost no free carriers. It creates a built-in electric field that acts as a barrier to current.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,semiconductor_physics,What is the difference between forward bias and reverse bias in a diode?,"In forward bias, the p-side is connected to the positive terminal, which narrows the depletion region and lets current flow easily. In reverse bias, the polarity is reversed, widening the depletion region so that only a tiny leakage current flows.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,semiconductor_physics,What is the difference between an intrinsic and an extrinsic semiconductor?,"An intrinsic semiconductor is pure, with conductivity coming only from electrons thermally excited across the band gap. An extrinsic semiconductor has been doped with impurities, which greatly increases the number of charge carriers.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,semiconductor_physics,What is a hole in a semiconductor?,"A hole is the absence of an electron in the valence band of a semiconductor. It behaves like a positive charge carrier because neighboring electrons can move into it, making the hole appear to move in the opposite direction.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,semiconductor_physics,Why is silicon the most widely used semiconductor material?,"Silicon is abundant, has a suitable band gap, can be grown as very pure large crystals, and forms a high-quality insulating oxide (silicon dioxide) naturally. These properties make it ideal for mass-producing reliable transistors.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,devices,What is CMOS technology?,"CMOS (complementary metal-oxide-semiconductor) is the dominant technology for building integrated circuits, using pairs of n-type and p-type MOSFETs. In each logic gate, one transistor type pulls the output high and the other pulls it low.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,devices,Why do CMOS circuits consume very little power when idle?,"In a CMOS gate, one of the complementary transistors is always off in a steady state, so there is no direct path from the supply to ground. Significant current flows mainly during switching, apart from small leakage currents.",advanced,en,facts_yaml,facts
qna,engineering,microelectronics,industry,What is Moore's law?,"Moore's law is the observation by Gordon Moore that the number of transistors on an integrated circuit doubles roughly every two years. It held for decades, driving rapid gains in computing power, but has slowed in recent years.",beginner,en,facts_yaml,facts
qna,engineering,microelectronics,fabrication,What is photolithography in chip manufacturing?,"Photolithography is the process of transferring circuit patterns onto a silicon wafer. The wafer is coated with light-sensitive photoresist and exposed to light through a patterned mask, and the developed pattern then guides etching or doping.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,fabrication,What is a silicon wafer?,"A silicon wafer is a thin, polished disc cut from a large single crystal of very pure silicon. Hundreds of chips are built on a single wafer and later cut apart; modern wafers are commonly 300 millimeters in diameter.",beginner,en,facts_yaml,facts
qna,engineering,microelectronics,fabrication,Why are chips made in cleanrooms?,"Chip features are measured in nanometers, so even a tiny dust particle can ruin a circuit. Cleanrooms tightly control airborne particles, temperature, and humidity to prevent contamination and defects.",beginner,en,facts_yaml,facts
qna,engineering,microelectronics,devices,What is an integrated circuit?,"An integrated circuit, or chip, is a small piece of semiconductor on which many electronic components, such as transistors, resistors, and capacitors, are fabricated and interconnected. Modern chips contain billions of transistors.",beginner,en,facts_yaml,facts
qna,engineering,microelectronics,devices,What is a FinFET?,"A FinFET is a type of transistor in which the channel is a thin vertical fin of silicon, with the gate wrapping around three sides. This gives better control over the channel and reduces leakage compared with older flat (planar) transistors.",advanced,en,facts_yaml,facts
qna,engineering,microelectronics,industry,"What does a process node such as ""5 nm"" mean in semiconductor manufacturing?","A process node name such as 5 nm identifies a generation of manufacturing technology. Today it is mostly a marketing label rather than an exact measurement of any transistor feature, but smaller numbers generally mean denser, more efficient chips.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,devices,What is the threshold voltage of a MOSFET?,"The threshold voltage is the minimum gate-to-source voltage needed to form a conducting channel between a MOSFET's source and drain. Below this voltage, the transistor is essentially off.",advanced,en,facts_yaml,facts
qna,engineering,microelectronics,devices,What is leakage current in transistors?,"Leakage current is a small current that flows through a transistor even when it is supposed to be off, for example through the thin gate oxide or between source and drain. As transistors shrink, leakage becomes a major source of power consumption.",advanced,en,facts_yaml,facts
qna,engineering,microelectronics,reliability,What is electromigration in integrated circuits?,"Electromigration is the gradual movement of metal atoms in a chip's thin wiring caused by high current density, as electrons transfer momentum to the atoms. Over time it can create voids or bridges that cause circuits to fail.",advanced,en,facts_yaml,facts
qna,engineering,microelectronics,vlsi,What is the difference between an ASIC and an FPGA?,"An ASIC (application-specific integrated circuit) is custom-manufactured for one task, giving the best performance and efficiency but with high upfront cost. An FPGA (field-programmable gate array) can be reprogrammed after manufacture, making it flexible and ideal for prototyping and low-volume products.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,vlsi,What is VLSI design?,VLSI (very-large-scale integration) design is the process of creating integrated circuits containing millions or billions of transistors on a single chip. It relies heavily on computer-aided design tools to manage the complexity.,intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,vlsi,What is a hardware description language?,"A hardware description language, such as Verilog or VHDL, is used to describe the structure and behavior of digital circuits in text form. The description can be simulated and synthesized into actual logic gates for an FPGA or chip.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,vlsi,What is logic synthesis?,"Logic synthesis is the automated process of converting a hardware description, written in a language such as Verilog, into a netlist of logic gates and flip-flops that meets timing, area, and power goals.",advanced,en,facts_yaml,facts
qna,engineering,microelectronics,fabrication,What is chip yield?,"Chip yield is the percentage of chips on a wafer that work correctly after manufacturing. Defects reduce yield, and larger chips generally have lower yields because each one is more likely to contain a defect.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,devices,What is a system on a chip (SoC)?,"A system on a chip integrates most components of a computer, such as the CPU, GPU, memory controllers, and wireless radios, onto a single chip. SoCs are used in smartphones because they save space and power.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,devices,What is the difference between DRAM and SRAM?,"DRAM stores each bit as charge on a tiny capacitor, which is dense and cheap but must be refreshed constantly. SRAM stores each bit in a circuit of about six transistors, which is faster and needs no refresh but takes more space, so it is used for CPU caches.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,devices,How does flash memory store data without power?,"Flash memory stores data by trapping electric charge in an insulated region of each transistor, such as a floating gate. The trapped charge changes the transistor's threshold voltage, and it stays in place for years without power.",advanced,en,facts_yaml,facts
qna,engineering,microelectronics,fabrication,What is etching in semiconductor fabrication?,"Etching is the process of removing material from selected areas of a wafer to form circuit patterns. Wet etching uses liquid chemicals, while dry (plasma) etching uses reactive gases and allows more precise, vertical features.",intermediate,en,facts_yaml,facts
qna,engineering,microelectronics,fabrication,What is ion implantation?,Ion implantation is a doping technique in which ions of an impurity element are accelerated and fired into a silicon wafer. It allows precise control of the amount and depth of doping.,advanced,en,facts_yaml,facts
qna,engineering,microelectronics,fabrication,What is chemical vapor deposition?,"Chemical vapor deposition (CVD) is a process in which gases react on a heated wafer surface to deposit a thin solid film, such as silicon dioxide or silicon nitride. It is widely used to build up the layers of a chip.",advanced,en,facts_yaml,facts
qna,engineering,microelectronics,fabrication,What is epitaxy in semiconductor manufacturing?,Epitaxy is the growth of a thin crystalline layer on a crystal substrate so that the new layer continues the substrate's crystal structure. It is used to create very pure or precisely doped layers.,advanced,en,facts_yaml,facts
qna,engineering,microelectronics,industry,What was Dennard scaling?,"Dennard scaling was the observation that as transistors shrink, their power density stays roughly constant, because voltage and current scale down with size. It broke down in the mid-2000s, which is why clock speeds stopped rising and chips moved to multiple cores.",advanced,en,facts_yaml,facts
