type,category,subject,topic,input,output,difficulty,language,source,dataset_tag
qna,language_foundation,vocabulary,adjectives,"What does the word ""comprehensive"" mean?","""Comprehensive"" is an adjective meaning including all or nearly all parts or details. Example: The guide gives a comprehensive overview of the city.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""concise"" mean?","""Concise"" is an adjective meaning giving information clearly using few words. Example: Keep your answers short and concise.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""confident"" mean?","""Confident"" is an adjective meaning feeling sure about your abilities or that something will happen. Example: She felt confident that she would pass the test.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""considerate"" mean?","""Considerate"" is an adjective meaning careful not to upset or inconvenience other people. Example: It was considerate of you to call and say you'd be late.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""consistent"" mean?","""Consistent"" is an adjective meaning always behaving or happening in the same way. Example: Consistent practice is the key to learning a language.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""conspicuous"" mean?","""Conspicuous"" is an adjective meaning very easy to see or notice. Example: He felt conspicuous in his bright orange jacket.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""contemporary"" mean?","""Contemporary"" is an adjective meaning belonging to the present time, or living or happening at the same time as something else. Example: The gallery displays contemporary art.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""convenient"" mean?","""Convenient"" is an adjective meaning easy to use or suitable for your plans, without causing difficulty. Example: The shop is in a convenient location near the station.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""courteous"" mean?","""Courteous"" is an adjective meaning polite and respectful. Example: The hotel staff were very courteous.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""credible"" mean?","""Credible"" is an adjective meaning able to be believed or trusted. Example: The witness gave a credible account of the accident.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""crucial"" mean?","""Crucial"" is an adjective meaning extremely important, often because other things depend on it. Example: Getting enough sleep is crucial for good health.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""curious"" mean?","""Curious"" is an adjective meaning eager to know or learn about something. Example: Young children are naturally curious about the world.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""cynical"" mean?","""Cynical"" is an adjective meaning believing that people are generally motivated only by self-interest. Example: He is cynical about politicians' promises.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""decisive"" mean?","""Decisive"" is an adjective meaning able to make decisions quickly and firmly, or having a strong effect on the result. Example: The captain made a decisive move in the final minutes.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""deliberate"" mean?","""Deliberate"" is an adjective meaning done on purpose rather than by accident, or slow and careful. Example: It was a deliberate attempt to mislead us.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""diligent"" mean?","""Diligent"" is an adjective meaning showing care and effort in your work or duties. Example: She is a diligent student who always finishes her homework.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""discreet"" mean?","""Discreet"" is an adjective meaning careful not to attract attention or reveal private information. Example: Please be discreet about what I told you.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""diverse"" mean?","""Diverse"" is an adjective meaning showing a lot of variety; very different from each other. Example: The city has a diverse population.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""dubious"" mean?","""Dubious"" is an adjective meaning doubtful; probably not true, honest, or good. Example: He made some dubious claims about his experience.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""durable"" mean?","""Durable"" is an adjective meaning able to last a long time without breaking or wearing out. Example: These boots are made of durable leather.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""eager"" mean?","""Eager"" is an adjective meaning wanting very much to do or have something. Example: The students were eager to start the experiment.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""eccentric"" mean?","""Eccentric"" is an adjective meaning unusual or strange in a way that is not harmful. Example: Her eccentric uncle wears a top hat every day.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""elegant"" mean?","""Elegant"" is an adjective meaning graceful and stylish in appearance or manner. Example: She wore an elegant black dress to the party.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""eloquent"" mean?","""Eloquent"" is an adjective meaning able to express ideas clearly and persuasively in speech or writing. Example: The mayor gave an eloquent speech.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""eminent"" mean?","""Eminent"" is an adjective meaning famous and respected within a particular field. Example: She is an eminent scientist in the field of genetics.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""enormous"" mean?","""Enormous"" is an adjective meaning extremely large. Example: An enormous crowd gathered in the square.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""enthusiastic"" mean?","""Enthusiastic"" is an adjective meaning showing great excitement and interest. Example: The audience gave an enthusiastic round of applause.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""essential"" mean?","""Essential"" is an adjective meaning absolutely necessary; extremely important. Example: Water is essential for life.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""evident"" mean?","""Evident"" is an adjective meaning clear and obvious. Example: It was evident that he had not prepared for the meeting.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""exquisite"" mean?","""Exquisite"" is an adjective meaning extremely beautiful and delicate. Example: The dress had exquisite embroidery.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""feasible"" mean?","""Feasible"" is an adjective meaning possible and practical to do. Example: Is it feasible to finish the project by Friday?",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""fierce"" mean?","""Fierce"" is an adjective meaning violent, strong, or intense. Example: There is fierce competition for the job.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""fragile"" mean?","""Fragile"" is an adjective meaning easily broken or damaged. Example: Be careful with that box; the glasses inside are fragile.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""frank"" mean?","""Frank"" is an adjective meaning honest and direct in what you say. Example: Let me be frank with you: the plan won't work.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""frugal"" mean?","""Frugal"" is an adjective meaning careful about spending money and avoiding waste. Example: They lived a frugal life and saved for their children's education.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""genuine"" mean?","""Genuine"" is an adjective meaning real and exactly what it appears to be; sincere. Example: The painting is a genuine Picasso.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""gracious"" mean?","""Gracious"" is an adjective meaning polite, kind, and pleasant, especially to people of lower status. Example: She was gracious in defeat and congratulated the winner.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""gradual"" mean?","""Gradual"" is an adjective meaning happening slowly over a long period. Example: There has been a gradual improvement in her health.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""gregarious"" mean?","""Gregarious"" is an adjective meaning enjoying the company of other people; sociable. Example: He is gregarious and loves hosting parties.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""gullible"" mean?","""Gullible"" is an adjective meaning easily tricked because you believe too readily what people tell you. Example: The gullible tourist paid far too much for a fake watch.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""hostile"" mean?","""Hostile"" is an adjective meaning unfriendly and aggressive, or opposed to something. Example: The crowd was hostile toward the visiting team.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""humble"" mean?","""Humble"" is an adjective meaning not proud; not believing you are better than others. Example: Despite her fame, she remained humble.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""hypothetical"" mean?","""Hypothetical"" is an adjective meaning based on possible situations rather than actual ones. Example: Let's consider a hypothetical example.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""immense"" mean?","""Immense"" is an adjective meaning extremely large or great. Example: The project required an immense amount of work.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""impartial"" mean?","""Impartial"" is an adjective meaning treating all sides equally; not favoring one side. Example: A referee must remain impartial.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""impulsive"" mean?","""Impulsive"" is an adjective meaning acting suddenly without thinking carefully about the results. Example: He made an impulsive decision to quit his job.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""inevitable"" mean?","""Inevitable"" is an adjective meaning certain to happen and impossible to avoid. Example: Some mistakes are inevitable when learning something new.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""ingenious"" mean?","""Ingenious"" is an adjective meaning very clever, original, and inventive. Example: She came up with an ingenious solution to the problem.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""innate"" mean?","""Innate"" is an adjective meaning existing from birth rather than learned. Example: He has an innate talent for music.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""innovative"" mean?","""Innovative"" is an adjective meaning introducing new ideas or methods. Example: The company is known for its innovative products.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""intricate"" mean?","""Intricate"" is an adjective meaning having many small parts or details arranged in a complicated way. Example: The carpet had an intricate pattern.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""invaluable"" mean?","""Invaluable"" is an adjective meaning extremely useful or valuable. Example: Your advice has been invaluable to me.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""irrelevant"" mean?","""Irrelevant"" is an adjective meaning not connected with or important to the subject being discussed. Example: His age is irrelevant to whether he can do the job.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""lenient"" mean?","""Lenient"" is an adjective meaning less strict than expected when punishing or judging someone. Example: The judge gave him a lenient sentence.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""lethargic"" mean?","""Lethargic"" is an adjective meaning having little energy; feeling sleepy and slow. Example: The heat made everyone feel lethargic.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""lucid"" mean?","""Lucid"" is an adjective meaning clearly expressed and easy to understand, or able to think clearly. Example: She gave a lucid explanation of a complex topic.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""meticulous"" mean?","""Meticulous"" is an adjective meaning very careful and precise about small details. Example: He kept meticulous records of all his expenses.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""modest"" mean?","""Modest"" is an adjective meaning not boasting about your abilities or achievements, or not large in size or amount. Example: He was modest about his success.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""mundane"" mean?","""Mundane"" is an adjective meaning ordinary and not interesting or exciting. Example: She was tired of doing mundane office tasks.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""naive"" mean?","""Naive"" is an adjective meaning lacking experience and too willing to believe that people are honest or that things will be easy. Example: It was naive of me to think the job would be simple.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""notorious"" mean?","""Notorious"" is an adjective meaning famous for something bad. Example: The road is notorious for traffic jams.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""obsolete"" mean?","""Obsolete"" is an adjective meaning no longer used because something newer has replaced it. Example: Floppy disks are now obsolete.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""obstinate"" mean?","""Obstinate"" is an adjective meaning unwilling to change your opinion or behavior despite good reasons; stubborn. Example: The obstinate child refused to eat his vegetables.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""optimistic"" mean?","""Optimistic"" is an adjective meaning hopeful and confident about the future. Example: She is optimistic that the team will win.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""outrageous"" mean?","""Outrageous"" is an adjective meaning shocking and unacceptable, or extremely unusual. Example: The prices at that hotel are outrageous.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""persistent"" mean?","""Persistent"" is an adjective meaning continuing firmly despite difficulties, or lasting for a long time. Example: After a persistent cough, he went to the doctor.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""pessimistic"" mean?","""Pessimistic"" is an adjective meaning expecting bad things to happen. Example: He is pessimistic about his chances of getting the job.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""plausible"" mean?","""Plausible"" is an adjective meaning seeming reasonable or likely to be true. Example: Her explanation sounded plausible.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""pragmatic"" mean?","""Pragmatic"" is an adjective meaning dealing with problems in a practical, sensible way rather than following ideals. Example: We need a pragmatic approach to solving this.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""precise"" mean?","""Precise"" is an adjective meaning exact and accurate in every detail. Example: Please give me the precise time of the meeting.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""prevalent"" mean?","""Prevalent"" is an adjective meaning common or widespread in a particular place or time. Example: The disease is more prevalent in tropical countries.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""profound"" mean?","""Profound"" is an adjective meaning very great or intense, or showing deep understanding. Example: The book had a profound effect on me.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""prominent"" mean?","""Prominent"" is an adjective meaning important and well known, or easy to see. Example: He is a prominent member of the community.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""prudent"" mean?","""Prudent"" is an adjective meaning acting with care and good judgment, especially to avoid risk. Example: It would be prudent to save some money for emergencies.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""punctual"" mean?","""Punctual"" is an adjective meaning arriving or doing something at the expected time; not late. Example: She is always punctual for meetings.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""reckless"" mean?","""Reckless"" is an adjective meaning doing something dangerous without caring about the consequences. Example: He was fined for reckless driving.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""redundant"" mean?","""Redundant"" is an adjective meaning no longer needed or useful, or repeating something unnecessarily. Example: The word ""free"" in ""free gift"" is redundant.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""relevant"" mean?","""Relevant"" is an adjective meaning closely connected to the subject or situation being discussed. Example: Please include only relevant information in your report.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""reluctant"" mean?","""Reluctant"" is an adjective meaning unwilling or hesitant to do something. Example: He was reluctant to admit he was wrong.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""remarkable"" mean?","""Remarkable"" is an adjective meaning unusual or special in a way that deserves attention. Example: She made a remarkable recovery after the accident.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""resilient"" mean?","""Resilient"" is an adjective meaning able to recover quickly from difficulties or return to shape after being bent. Example: Children are often surprisingly resilient.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""robust"" mean?","""Robust"" is an adjective meaning strong, healthy, and unlikely to break or fail. Example: The software has robust security features.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""ruthless"" mean?","""Ruthless"" is an adjective meaning willing to hurt others without pity to get what you want. Example: The ruthless dictator crushed all opposition.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""serene"" mean?","""Serene"" is an adjective meaning calm, peaceful, and untroubled. Example: The lake looked serene in the early morning.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""shrewd"" mean?","""Shrewd"" is an adjective meaning having good judgment and the ability to understand situations and make smart decisions. Example: She is a shrewd businesswoman.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""significant"" mean?","""Significant"" is an adjective meaning important or large enough to have an effect or be noticed. Example: There has been a significant increase in sales.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""sincere"" mean?","""Sincere"" is an adjective meaning honest and meaning what you say or feel. Example: Please accept my sincere apologies.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""spontaneous"" mean?","""Spontaneous"" is an adjective meaning happening naturally without planning. Example: The crowd broke into spontaneous applause.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""stubborn"" mean?","""Stubborn"" is an adjective meaning refusing to change your opinion or behavior. Example: My brother is too stubborn to ask for directions.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""subtle"" mean?","""Subtle"" is an adjective meaning not obvious; small and difficult to notice or describe. Example: There is a subtle difference between the two colors.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""sufficient"" mean?","""Sufficient"" is an adjective meaning enough for a particular purpose. Example: We have sufficient food for the whole week.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""superficial"" mean?","""Superficial"" is an adjective meaning concerned only with what is obvious or on the surface, not deep or thorough. Example: He has only a superficial knowledge of the subject.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""tedious"" mean?","""Tedious"" is an adjective meaning boring because it is too long, slow, or repetitive. Example: Filling in the forms was a tedious task.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""tenacious"" mean?","""Tenacious"" is an adjective meaning holding firmly to something; very determined and persistent. Example: She was tenacious in her search for the truth.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""thorough"" mean?","""Thorough"" is an adjective meaning complete and careful, paying attention to every detail. Example: The police made a thorough search of the house.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""timid"" mean?","""Timid"" is an adjective meaning shy and lacking confidence or courage. Example: The timid kitten hid under the bed.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""transparent"" mean?","""Transparent"" is an adjective meaning clear enough to see through, or open and honest without secrets. Example: The company promised to be more transparent about its finances.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""trivial"" mean?","""Trivial"" is an adjective meaning of little value or importance. Example: Don't worry about such trivial details.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""ubiquitous"" mean?","""Ubiquitous"" is an adjective meaning seeming to be everywhere at the same time. Example: Smartphones have become ubiquitous in modern life.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""unanimous"" mean?","""Unanimous"" is an adjective meaning agreed on by everyone involved. Example: The committee reached a unanimous decision.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""vague"" mean?","""Vague"" is an adjective meaning not clear, precise, or definite. Example: He gave only a vague description of the thief.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""versatile"" mean?","""Versatile"" is an adjective meaning able to do many different things or be used in many different ways. Example: A versatile player can play in several positions.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""vibrant"" mean?","""Vibrant"" is an adjective meaning full of energy and life, or bright and strong in color. Example: The market is full of vibrant colors and sounds.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""vigilant"" mean?","""Vigilant"" is an adjective meaning carefully watching for possible danger or problems. Example: Security guards must remain vigilant at all times.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""vivid"" mean?","""Vivid"" is an adjective meaning very bright in color, or producing clear, strong images in the mind. Example: She has vivid memories of her childhood.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""wary"" mean?","""Wary"" is an adjective meaning cautious because you think something might be dangerous or cause problems. Example: Be wary of emails asking for your password.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""whimsical"" mean?","""Whimsical"" is an adjective meaning playful or fanciful in an unusual and amusing way. Example: The children's book has whimsical illustrations.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""zealous"" mean?","""Zealous"" is an adjective meaning showing great energy and enthusiasm for a cause or goal. Example: The zealous volunteers worked late into the night.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""grateful"" mean?","""Grateful"" is an adjective meaning feeling or showing thanks for something someone has done. Example: I am grateful for all your support.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""polite"" mean?","""Polite"" is an adjective meaning behaving in a way that shows good manners and respect for others. Example: It is polite to say thank you when someone helps you.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""generous"" mean?","""Generous"" is an adjective meaning willing to give money, help, or time freely. Example: Our neighbors were generous with their time after the storm.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,adjectives,"What does the word ""patient"" mean?","""Patient"" is an adjective meaning able to wait calmly or accept delays and problems without becoming annoyed. Example: Be patient; the bus will arrive soon.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""accomplishment"" mean?","""Accomplishment"" is a noun meaning something successfully achieved, usually after effort. Example: Finishing the marathon was a great accomplishment.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""adversity"" mean?","""Adversity"" is a noun meaning a difficult or unlucky situation. Example: She showed great courage in the face of adversity.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""alliance"" mean?","""Alliance"" is a noun meaning an agreement between people, groups, or countries to work together. Example: The two parties formed an alliance before the election.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""anecdote"" mean?","""Anecdote"" is a noun meaning a short, interesting, or amusing story about a real event or person. Example: He began his speech with a funny anecdote about his first job.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""anomaly"" mean?","""Anomaly"" is a noun meaning something that is different from what is usual or expected. Example: The unusually warm day was an anomaly for January.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""apprehension"" mean?","""Apprehension"" is a noun meaning anxiety or fear that something bad will happen. Example: She felt some apprehension before her first flight.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""aspiration"" mean?","""Aspiration"" is a noun meaning a strong hope or wish to achieve something. Example: His aspiration is to become a doctor.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""burden"" mean?","""Burden"" is a noun meaning something difficult or worrying that you have to deal with, or a heavy load. Example: The cost of repairs was a heavy burden for the family.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""catastrophe"" mean?","""Catastrophe"" is a noun meaning a sudden event that causes great damage or suffering. Example: The flood was a catastrophe for the whole region.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""chaos"" mean?","""Chaos"" is a noun meaning a state of complete confusion and disorder. Example: The kitchen was in chaos after the party.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""coincidence"" mean?","""Coincidence"" is a noun meaning a surprising situation in which two things happen together by chance. Example: What a coincidence that we booked the same hotel!",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""commitment"" mean?","""Commitment"" is a noun meaning a promise to do something, or dedication to a cause or activity. Example: Learning an instrument requires time and commitment.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""compromise"" mean?","""Compromise"" is a noun meaning an agreement in which each side gives up something it wanted. Example: After long talks, both sides reached a compromise.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""consensus"" mean?","""Consensus"" is a noun meaning general agreement among a group of people. Example: There is a consensus among scientists that the climate is warming.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""consequence"" mean?","""Consequence"" is a noun meaning a result or effect of an action or situation. Example: Every decision has consequences.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""controversy"" mean?","""Controversy"" is a noun meaning a public disagreement or debate about something many people have strong opinions on. Example: The new law caused a lot of controversy.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""criterion"" mean?","""Criterion"" is a noun meaning a standard by which something is judged or decided; the plural is criteria. Example: Experience is the main criterion for this job.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""deadline"" mean?","""Deadline"" is a noun meaning a time or date by which something must be finished. Example: The deadline for applications is Friday.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""dedication"" mean?","""Dedication"" is a noun meaning the willingness to give a lot of time and energy to something. Example: Her dedication to her patients is admirable.",beginner,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""discrepancy"" mean?","""Discrepancy"" is a noun meaning a difference between things that should be the same. Example: There is a discrepancy between the two reports.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""dispute"" mean?","""Dispute"" is a noun meaning an argument or disagreement, especially an official one. Example: The neighbors had a dispute over the fence.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""endeavor"" mean?","""Endeavor"" is a noun meaning a serious attempt to do something, especially something difficult. Example: Climbing Everest is a dangerous endeavor.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""enigma"" mean?","""Enigma"" is a noun meaning a person or thing that is mysterious and difficult to understand. Example: The meaning of the ancient symbols remains an enigma.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""epiphany"" mean?","""Epiphany"" is a noun meaning a moment of sudden and important understanding or realization. Example: She had an epiphany and finally understood what she wanted to do.",advanced,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""etiquette"" mean?","""Etiquette"" is a noun meaning the set of rules for polite behavior in a particular society or group. Example: Table etiquette differs from country to country.",intermediate,en,facts_yaml,facts
qna,language_foundation,vocabulary,nouns,"What does the word ""fluency"" mean?","""Fluency"" is a noun meaning the ability to speak or write a language easily and well. Example: She reached fluency in Spanish after living in Madrid.",intermediate,en,facts_yaml,facts
